phylip_id,full_species_id,,,,,
001110003  ,>00111000,53422,Bacillota,Clostridiaceae,Thermobrachium_celere,Gram_positive
010000006  ,>01000000,31899,Bacillota,Caldicellulosiruptoraceae,Caldicellulosiruptor_bescii,Gram_positive
000000006  ,>00000000,1386,Bacillota,Bacillaceae,Spe_in_Bacillus,Gram_positive
000100006  ,>00010000,502487,Cyanobacteriota,Nostocaceae,Nostoc_spongiaeforme,Gram_negative
001110004  ,>00111000,1347902,Bacillota,Bacillaceae,Priestia_taiwanensis,Gram_positive
000100007  ,>00010000,270636,Cyanobacteriota,Spirulinaceae,Spirulina_major,Gram_negative
001100004  ,>00110000,1650662,Bacillota,Clostridiaceae,Desnuesiella_massiliensis,Gram_positive
011010001  ,>01101000,2803850,Bacillota,Staphylococcaceae,Spe_in_Mammaliicoccus,Gram_positive
000110005  ,>00011000,1610490,Bacillota,Bacillaceae,Fictibacillus_halophilus,Gram_positive
000110006  ,>00011000,1216297,Bacillota,Bacillaceae,Virgibacillus_natechei,Gram_positive
010010003  ,>01001000,29382,Bacillota,Staphylococcaceae,Staphylococcus_cohnii,Gram_positive
001000001  ,>00100000,1925020,Bacillota,Bacillaceae,Bacillus_swezeyi,Gram_positive
000010006  ,>00001000,29372,Bacillota,Clostridiaceae,Clostridium_thermobutyricum,Gram_positive
011010002  ,>01101000,1279,Bacillota,Staphylococcaceae,Spe_in_Staphylococcus,Gram_positive
001110005  ,>00111000,1806837,Bacillota,Veillonellaceae,Massilibacillus_massiliensis,Gram_positive
000111002  ,>00011100,86668,Bacillota,Bacillaceae,Neobacillus_niacini,Gram_positive
001000002  ,>00100000,1793963,Bacillota,Bacillaceae,Bacillus_nakamurai,Gram_positive
100010001  ,>10001000,1368476,Bacillota,Bacillaceae,Lysinibacillus_halotolerans,Gram_positive
001011101  ,>00101110,889453,Bacteroidota,Marinilabiliaceae,Alkalitalea_saponilacus,Gram_negative
001000003  ,>00100000,324767,Bacillota,Bacillaceae,Bacillus_infantis,Gram_positive
000100008  ,>00010000,205327,Bacillota,Clostridiaceae,Clostridium_frigoris,Gram_positive
001000004  ,>00100000,1637975,Bacillota,Bacillaceae,Cytobacillus_solani,Gram_positive
001011102  ,>00101110,320787,Bacteroidota,Cyclobacteriaceae,Cyclobacterium_amurskyense,Gram_negative
001000005  ,>00100000,1926285,Bacillota,Bacillaceae,Oceanobacillus_timonensis,Gram_positive
000110007  ,>00011000,2696063,Bacillota,Lachnospiraceae,Anaerocolumna_sedimenticola,Gram_positive
001011103  ,>00101110,649507,Bacteroidota,Cesiribacteraceae,Cesiribacter_andamanensis,Gram_negative
101000001  ,>10100000,372463,Bacillota,Bacillaceae,Oceanobacillus_profundus,Gram_positive
101000002  ,>10100000,1004261,Bacillota,Bacillaceae,Oceanobacillus_indicireducens,Gram_positive
010010004  ,>01001000,985002,Bacillota,Staphylococcaceae,Staphylococcus_argenteus,Gram_positive
000000007  ,>00000000,112331,Bacillota,Planococcaceae,Planococcus_koreensis,Gram_positive
001001101  ,>00100110,1567108,Bacteroidota,Hymenobacteraceae,Rufibacter_roseus,Gram_negative
010000007  ,>01000000,29362,Bacillota,Oscillospiraceae,Ruminiclostridium_papyrosolvens,Gram_positive
011010003  ,>01101000,1541,Bacillota,Peptostreptococcaceae,Terrisporobacter_mayombei,Gram_positive
010010005  ,>01001000,61015,Bacillota,Staphylococcaceae,Staphylococcus_succinus,Gram_positive
001000006  ,>00100000,153151,Bacillota,Bacillaceae,Parageobacillus_toebii,Gram_positive
011010004  ,>01101000,2813371,Bacillota,Peptostreptococcaceae,Terrisporobacter_hibernicus,Gram_positive
001000007  ,>00100000,694055,Bacillota,Bacillaceae,Ornithinibacillus_contaminans,Gram_positive
001001102  ,>00100110,1379910,Bacteroidota,Hymenobacteraceae,Rufibacter_radiotolerans,Gram_negative
000111003  ,>00011100,2282420,Bacillota,Streptococcaceae,Streptococcus_hillyeri,Gram_positive
010010006  ,>01001000,319942,Bacillota,Staphylococcaceae,Staphylococcus_croceilyticus,Gram_positive
000011001  ,>00001100,426702,Bacillota,Carnobacteriaceae,Alkalibacterium_pelagium,Gram_positive
001001103  ,>00100110,388950,Bacteroidota,Hymenobacteraceae,Pontibacter_akesuensis,Gram_negative
001001104  ,>00100110,29530,Bacteroidota,Cytophagaceae,Cytophaga_aurantiaca,Gram_negative
011011101  ,>01101110,911197,Bacteroidota,Phaeocystidibacteraceae,Phaeocystidibacter_luteus,Gram_negative
001100005  ,>00110000,2026194,Bacillota,Bacillaceae,Bacillus_paramycoides,Gram_positive
001001105  ,>00100110,1610492,Bacteroidota,Hymenobacteraceae,Pontibacter_ummariensis,Gram_negative
001100006  ,>00110000,1930071,Bacillota,Sporomusaceae,Methylomusa_anaerophila,Gram_positive
001001106  ,>00100110,1720253,Bacteroidota,Hymenobacteraceae,Pontibacter_cellulosilyticus,Gram_negative
010010007  ,>01001000,293371,Bacillota,Lactobacillaceae,Paucilactobacillus_oligofermentans,Gram_positive
001011104  ,>00101110,387090,Bacteroidota,Bacteroidaceae,Phocaeicola_coprophilus,Gram_negative
001001107  ,>00100110,1179743,Bacteroidota,Hymenobacteraceae,Pontibacter_ramchanderi,Gram_negative
010010008  ,>01001000,1193095,Bacillota,Lactobacillaceae,Paucilactobacillus_hokkaidonensis,Gram_positive
001010003  ,>00101000,2133766,Bacteroidota,Flavobacteriaceae,Flavobacterium_cupreum,Gram_negative
011011102  ,>01101110,101383,Bacteroidota,Cryomorphaceae,Cryomorpha_ignava,Gram_negative
001010004  ,>00101000,516123,Bacillota,Thermohalobacteraceae,Sporosalibacterium_faouarense,Gram_positive
000110008  ,>00011000,1470356,Bacillota,Clostridiaceae,Clostridium_ihumii,Gram_positive
000011002  ,>00001100,180295,Bacillota,Carnobacteriaceae,Atopostipes_suicloacalis,Gram_positive
010000008  ,>01000000,2024205,Bacillota,Peptoniphilaceae,Urinicoccus_timonensis,Gram_positive
001001108  ,>00100110,2766980,Bacteroidota,Hymenobacteraceae,Pontibacter_aquaedesilientis,Gram_negative
001000008  ,>00100000,459525,Bacillota,Bacillaceae,Fictibacillus_solisalsi,Gram_positive
001011105  ,>00101110,816,Bacteroidota,Bacteroidaceae,Spe_in_Bacteroides,Gram_negative
011010005  ,>01101000,489909,Bacillota,Staphylococcaceae,Spe_in_Nosocomiicoccus,Gram_positive
000111004  ,>00011100,1340,Bacillota,Streptococcaceae,Streptococcus_porcinus,Gram_positive
000010007  ,>00001000,1515,Bacillota,Oscillospiraceae,Acetivibrio_thermocellus,Gram_positive
000001101  ,>00000110,714,Pseudomonadota,Pasteurellaceae,Aggregatibacter_actinomycetemcomitans,Gram_negative
010000009  ,>01000000,2820819,Bacillota,Bacillaceae,Gottfriedia_endophytica,Gram_positive
001011106  ,>00101110,2682092,Bacteroidota,Cytophagaceae,Spirosoma_arboris,Gram_negative
100011111  ,>10001111,1635327,Pseudomonadota,Orbaceae,Zophobihabitans_entericus,Gram_negative
001001109  ,>00100110,2171629,Bacteroidota,Hymenobacteraceae,Botryobacter_ruber,Gram_negative
000001102  ,>00000110,1193503,Pseudomonadota,Orbaceae,Spe_in_Gilliamella,Gram_negative
001010005  ,>00101000,1190,Cyanobacteriota,Hapalosiphonaceae,Spe_in_Fischerella,Gram_negative
100011112  ,>10001111,2654951,Pseudomonadota,Bartonellaceae,Bartonella_refiksaydamii,Gram_negative
100011113  ,>10001111,155194,Pseudomonadota,Bartonellaceae,Bartonella_bovis,Gram_negative
100011114  ,>10001111,1429082,Pseudomonadota,Phyllobacteriaceae,Oricola_cellulosilytica,Gram_negative
100011115  ,>10001111,357,Pseudomonadota,Rhizobiaceae,Spe_in_Agrobacterium,Gram_negative
100011101  ,>10001110,1166683,Pseudomonadota,Rhizobiaceae,Rhizobium_cauense,Gram_negative
0000111110 ,>00001111,2495496,Pseudomonadota,Aurantimonadaceae,Aureimonas_psammosilenae,Gram_negative
100011116  ,>10001111,1358440,Pseudomonadota,Tepidamorphaceae,Lutibaculum_baratangense,Gram_negative
000011101  ,>00001110,1712261,Pseudomonadota,Parvibaculaceae,Pyruvatibacter_mobilis,Gram_negative
010011101  ,>01001110,1868589,Pseudomonadota,Phreatobacteraceae,Phreatobacter_cathodiphilus,Gram_negative
000011102  ,>00001110,83627,Pseudomonadota,Nitrobacteraceae,Bradyrhizobium_commune,Gram_negative
101011101  ,>10101110,420403,Pseudomonadota,Roseobacteraceae,Shimia_litoralis,Gram_negative
100011102  ,>10001110,2595004,Pseudomonadota,Paracoccaceae,Gemmobacter_caeruleus,Gram_negative
100011117  ,>10001111,2766981,Pseudomonadota,Roseobacteraceae,Sulfitobacter_aestuariivivens,Gram_negative
101011111  ,>10101111,2668075,Pseudomonadota,Roseobacteraceae,Phycobacter_azelaicus,Gram_negative
000011103  ,>00001110,48935,Pseudomonadota,Sphingomonadaceae,Novosphingobium_aromaticivorans,Gram_negative
000001103  ,>00000110,424799,Pseudomonadota,Acetobacteraceae,Neoroseomonas_terrae,Gram_negative
010011102  ,>01001110,2803558,Pseudomonadota,Sphingomonadaceae,Sphingopyxis_lutea,Gram_negative
101011102  ,>10101110,2747601,Pseudomonadota,Roseobacteraceae,Ruegeria_haliotis,Gram_negative
100011103  ,>10001110,379347,Pseudomonadota,Paracoccaceae,Tritonibacter_mobilis,Gram_negative
101011103  ,>10101110,1492905,Pseudomonadota,Roseobacteraceae,Phaeobacter_marinintestinus,Gram_negative
000011104  ,>00001110,434,Pseudomonadota,Acetobacteraceae,Spe_in_Acetobacter,Gram_negative
100011104  ,>10001110,133924,Pseudomonadota,Roseobacteraceae,Leisingera_methylohalidivorans,Gram_negative
101011104  ,>10101110,985054,Pseudomonadota,Roseobacteraceae,Ruegeria_halocynthiae,Gram_negative
0100111110 ,>01001111,333708,Pseudomonadota,Sphingosinicellaceae,Sphingosinicella_soli,Gram_negative
101011105  ,>10101110,81569,Pseudomonadota,Roseobacteraceae,Ruegeria_atlantica,Gram_negative
000001104  ,>00000110,2716930,Pseudomonadota,Acetobacteraceae,Falsiroseomonas_algicola,Gram_negative
000001105  ,>00000110,2820811,Pseudomonadota,Acetobacteraceae,Pararoseomonas_indoligenes,Gram_negative
100011105  ,>10001110,35806,Pseudomonadota,Paracoccaceae,Rhodovulum_sulfidophilum,Gram_negative
000011105  ,>00001110,2494374,Pseudomonadota,Paracoccaceae,Tabrizicola_piscis,Gram_negative
010011103  ,>01001110,1505037,Pseudomonadota,Emcibacteraceae,Emcibacter_nanhaiensis,Gram_negative
110011101  ,>11001110,2662264,Pseudomonadota,Paracoccaceae,Tritonibacter_litoralis,Gram_negative
101011106  ,>10101110,1402135,Pseudomonadota,Roseobacteraceae,Pseudosulfitobacter_pseudonitzschiae,Gram_negative
000011106  ,>00001110,544,Pseudomonadota,Enterobacteriaceae,Spe_in_Citrobacter,Gram_negative
100011106  ,>10001110,551760,Pseudomonadota,Rhodocyclaceae,Aromatoleum_aromaticum,Gram_negative
100011118  ,>10001111,1544696,Pseudomonadota,Erwiniaceae,Rosenbergiella_australiborealis,Gram_negative
100011107  ,>10001110,41977,Pseudomonadota,Zoogloeaceae,Parazoarcus_communis,Gram_negative
000011107  ,>00001110,645517,Pseudomonadota,Erythrobacteraceae,Paraurantiacibacter_namhicola,Gram_negative
100011119  ,>10001111,2565932,Pseudomonadota,Zoogloeaceae,Pseudothauera_rhizosphaerae,Gram_negative
1000111110 ,>10001111,1908520,Pseudomonadota,Orbaceae,Gilliamella_mensalis,Gram_negative
100011108  ,>10001110,589035,Pseudomonadota,Paracoccaceae,Gemmobacter_caeni,Gram_negative
000001106  ,>00000110,472582,Pseudomonadota,Ignatzschineriaceae,Ignatzschineria_ureiclastica,Gram_negative
000001107  ,>00000110,112009,Pseudomonadota,Ignatzschineriaceae,Ignatzschineria_larvae,Gram_negative
000001108  ,>00000110,2182793,Pseudomonadota,Ignatzschineriaceae,Ignatzschineria_cameli,Gram_negative
101011107  ,>10101110,33049,Pseudomonadota,Paracoccaceae,Phaeovulum_veldkampii,Gram_negative
000010101  ,>00001010,2570354,Pseudomonadota,Maricaulaceae,Maricaulis_alexandrii,Gram_negative
000010102  ,>00001010,144023,Pseudomonadota,Maricaulaceae,Maricaulis_parjimensis,Gram_negative
100001111  ,>10000111,1798183,Pseudomonadota,Orbaceae,Gilliamella_intestini,Gram_negative
000010103  ,>00001010,74318,Pseudomonadota,Maricaulaceae,Maricaulis_maris,Gram_negative
100001101  ,>10000110,758,Pseudomonadota,Pasteurellaceae,Rodentibacter_pneumotropicus,Gram_negative
100001102  ,>10000110,1908258,Pseudomonadota,Pasteurellaceae,Rodentibacter_heidelbergensis,Gram_negative
100001103  ,>10000110,1908260,Pseudomonadota,Pasteurellaceae,Rodentibacter_rarus,Gram_negative
100011109  ,>10001110,569599,Pseudomonadota,Cellvibrionaceae,Umboniibacter_marinipuniceus,Gram_negative
100001104  ,>10000110,1908263,Pseudomonadota,Pasteurellaceae,Rodentibacter_trehalosifermentans,Gram_negative
100001105  ,>10000110,249188,Pseudomonadota,Pasteurellaceae,Haemophilus_pittmaniae,Gram_negative
100001106  ,>10000110,1906745,Pseudomonadota,Pasteurellaceae,Rodentibacter_ratti,Gram_negative
1000111010 ,>10001110,2760088,Pseudomonadota,Oceanospirillaceae,Oceanospirillum_sediminis,Gram_negative
100001107  ,>10000110,724,Pseudomonadota,Pasteurellaceae,Spe_in_Haemophilus,Gram_negative
100001108  ,>10000110,1796644,Pseudomonadota,Pasteurellaceae,Rodentibacter_caecimuris,Gram_negative
000011108  ,>00001110,702114,Pseudomonadota,Methylococcaceae,Methylomonas_koyamae,Gram_negative
000011109  ,>00001110,83655,Pseudomonadota,Enterobacteriaceae,Leclercia_adecarboxylata,Gram_negative
000100009  ,>00010000,69208,Bacillota,Clostridiaceae,Clostridium_polyendosporum,Gram_positive
0000111010 ,>00001110,261965,Pseudomonadota,Kangiellaceae,Kangiella_aquimarina,Gram_negative
000001109  ,>00000110,753,Pseudomonadota,Pasteurellaceae,Pasteurella_canis,Gram_negative
0000011010 ,>00000110,2028574,Pseudomonadota,Psittacicellaceae,Psittacicella_gerlachiana,Gram_negative
010110002  ,>01011000,941987,Actinomycetota,Pseudonocardiaceae,Amycolatopsis_bullii,Gram_positive
010110003  ,>01011000,2675754,Actinomycetota,Ruaniaceae,Occultella_kanbiaonis,Gram_positive
010100008  ,>01010000,68246,Actinomycetota,Streptomycetaceae,Streptomyces_olivoreticuli,Gram_positive
010100009  ,>01010000,2800381,Actinomycetota,Streptomycetaceae,Streptomyces_diacarni,Gram_positive
010110004  ,>01011000,2518371,Actinomycetota,Nocardioidaceae,Nocardioides_seonyuensis,Gram_positive
010110005  ,>01011000,111564,Actinomycetota,Dermatophilaceae,Kineosphaera_limosa,Gram_positive
010100101  ,>01010010,2213162,Actinomycetota,Streptomycetaceae,Streptomyces_alkaliterrae,Gram_positive
010110101  ,>01011010,2780544,Actinomycetota,Streptomycetaceae,Streptomyces_tardus,Gram_positive
010100102  ,>01010010,2448886,Actinomycetota,Streptomycetaceae,Streptomyces_durbertensis,Gram_positive
010100103  ,>01010010,2665496,Actinomycetota,Streptomycetaceae,Streptomyces_carminius,Gram_positive
010100104  ,>01010010,2569853,Actinomycetota,Streptomycetaceae,Streptomyces_taklimakanensis,Gram_positive
010100105  ,>01010010,44060,Actinomycetota,Streptomycetaceae,Streptomyces_megasporus,Gram_positive
010100106  ,>01010010,1695161,Actinomycetota,Streptomycetaceae,Streptomyces_verrucosisporus,Gram_positive
0101000010 ,>01010000,155177,Actinomycetota,Streptomycetaceae,Streptomyces_yatensis,Gram_positive
010100107  ,>01010010,403935,Actinomycetota,Streptomycetaceae,Streptomyces_radiopugnans,Gram_positive
000000008  ,>00000000,263476,Bacillota,Planococcaceae,Viridibacillus_arenosi,Gram_positive
010110006  ,>01011000,1076124,Actinomycetota,Micromonosporaceae,Phytohabitans_flavus,Gram_positive
000111005  ,>00011100,1301,Bacillota,Streptococcaceae,Spe_in_Streptococcus,Gram_positive
000101001  ,>00010100,1337,Bacillota,Streptococcaceae,Streptococcus_hyointestinalis,Gram_positive
000111006  ,>00011100,2736608,Bacillota,Streptococcaceae,Streptococcus_thalassemiae,Gram_positive
010011104  ,>01001110,2510189,Campylobacterota,Campylobacteraceae,Campylobacter_estrildidarum,Gram_negative
000111007  ,>00011100,46124,Bacillota,Carnobacteriaceae,Granulicatella_adiacens,Gram_positive
000101002  ,>00010100,439220,Bacillota,Streptococcaceae,Streptococcus_caballi,Gram_positive
000111008  ,>00011100,82348,Bacillota,Streptococcaceae,Streptococcus_pluranimalium,Gram_positive
000010008  ,>00001000,2801452,Bacillota,Lactobacillaceae,Companilactobacillus_kimchii,Gram_positive
010011105  ,>01001110,194,Campylobacterota,Campylobacteraceae,Spe_in_Campylobacter,Gram_negative
000000009  ,>00000000,1660341,Bacillota,Peptoniphilaceae,Peptoniphilus_catoniae,Gram_positive
001011107  ,>00101110,34032,Thermodesulfobacteriota,Desulfobulbaceae,Desulfobulbus_rhabdoformis,Gram_negative
010011106  ,>01001110,2267891,Campylobacterota,Campylobacteraceae,Campylobacter_novaezeelandiae,Gram_negative
010011107  ,>01001110,2510190,Campylobacterota,Campylobacteraceae,Campylobacter_aviculae,Gram_negative
011000002  ,>01100000,2747607,Bacillota,Bacillaceae,Alkalibacillus_aidingensis,Gram_positive
011011103  ,>01101110,1348245,Bacteroidota,Flavobacteriaceae,Kordia_jejudonensis,Gram_negative
001010006  ,>00101000,2258963,Bacteroidota,Weeksellaceae,Chryseobacterium_pennipullorum,Gram_negative
010011108  ,>01001110,2691918,Campylobacterota,Campylobacteraceae,Campylobacter_bilis,Gram_negative
010110007  ,>01011000,1329262,Bacillota,Lachnospiraceae,Mobilisporobacter_senegalensis,Gram_positive
000110009  ,>00011000,2763054,Bacillota,Lachnospiraceae,Mediterraneibacter_hominis,Gram_positive
001011108  ,>00101110,1763537,Bacteroidota,Flavobacteriaceae,Cochleicola_gelatinilyticus,Gram_negative
001011109  ,>00101110,451374,Bacteroidota,Cytophagaceae,Rudanella_lutea,Gram_negative
0010111010 ,>00101110,28132,Bacteroidota,Prevotellaceae,Prevotella_melaninogenica,Gram_negative
001010007  ,>00101000,2491114,Bacteroidota,Weeksellaceae,Empedobacter_tilapiae,Gram_negative
0000000010 ,>00000000,195907,Bacteroidota,Flavobacteriaceae,Gillisia_limnaea,Gram_negative
010011109  ,>01001110,1813019,Campylobacterota,Campylobacteraceae,Campylobacter_hepaticus,Gram_negative
001010008  ,>00101000,2932258,Bacillota,Bacillaceae,Halobacillus_shinanisalinarum,Gram_positive
001000009  ,>00100000,554880,Bacillota,Bacillaceae,Halobacillus_naozhouensis,Gram_positive
001011001  ,>00101100,2880922,Deferribacterota,Deferrivibrionaceae,Deferrivibrio_essentukiensis,Gram_negative
000111009  ,>00011100,1504265,Bacillota,Bacillaceae,Metabacillus_malikii,Gram_positive
001010009  ,>00101000,2950438,Bacillota,Bacillaceae,Terrihalobacillus_insolitus,Gram_positive
0010000010 ,>00100000,77523,Bacillota,Bacillaceae,Bacillus_horti,Gram_positive
001100007  ,>00110000,557451,Bacillota,Symbiobacteriaceae,Symbiobacterium_terraclitae,Gram_positive
001100008  ,>00110000,2909671,Bacillota,Paenibacillaceae,Paenibacillus_spongiae,Gram_positive
000101003  ,>00010100,2973939,Bacillota,Streptococcaceae,Streptococcus_sciuri,Gram_positive
000010009  ,>00001000,114805,Cyanobacteriota,Aphanizomenonaceae,Nodularia_harveyana,Gram_negative
0001100010 ,>00011000,186801,Bacillota,Fam_in_Clostridia,Spe_in_Clostridia,Gram_positive
0001110010 ,>00011100,1501662,Bacillota,Streptococcaceae,Streptococcus_parasuis,Gram_positive
001100009  ,>00110000,35700,Bacillota,Heliobacteriaceae,Heliophilum_fasciatum,Gram_positive
0100000010 ,>01000000,2697030,Bacillota,Anaerovoracaceae,Aminipila_terrae,Gram_positive
0000100010 ,>00001000,2897682,Bacillota,Paenibacillaceae,Paenibacillus_pseudetheri,Gram_positive
0010100010 ,>00101000,674972,Bacillota,Bacillaceae,Microaerobacter_geothermalis,Gram_positive
0001000010 ,>00010000,1833852,Bacillota,Peptococcaceae,Desulforamulus_ferrireducens,Gram_positive
0011000010 ,>00110000,392413,Deinococcota,Deinococcaceae,Deinococcus_misasensis,Gram_negative
001110006  ,>00111000,2999072,Bacillota,Clostridiaceae,Clostridium_brassicae,Gram_positive
001110007  ,>00111000,249403,Deinococcota,Deinococcaceae,Deinococcus_frigens,Gram_negative
011010006  ,>01101000,558170,Bacillota,Staphylococcaceae,Salinicoccus_carnicancri,Gram_positive
010110008  ,>01011000,1865,Actinomycetota,Micromonosporaceae,Spe_in_Actinoplanes,Gram_positive
010110009  ,>01011000,135948,Actinomycetota,Micromonosporaceae,Actinoplanes_octamycinicus,Gram_positive
0101100010 ,>01011000,543632,Actinomycetota,Micromonosporaceae,Actinoplanes_subtropicus,Gram_positive
110110001  ,>11011000,145857,Actinomycetota,Micromonosporaceae,Micromonospora_nigra,Gram_positive
110110002  ,>11011000,230091,Actinomycetota,Micromonosporaceae,Micromonospora_endolithica,Gram_positive
001110008  ,>00111000,223556,Deinococcota,Deinococcaceae,Deinococcus_indicus,Gram_negative
001110009  ,>00111000,2528713,Deinococcota,Deinococcaceae,Deinococcus_fonticola,Gram_negative
001111101  ,>00111110,214856,Bacteroidota,Rikenellaceae,Alistipes_finegoldii,Gram_negative
011010007  ,>01101000,489910,Bacillota,Staphylococcaceae,Nosocomiicoccus_ampullae,Gram_positive
